Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444037/SRR8444037_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444038/SRR8444038_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444043/SRR8444043_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970629/SRR7970629_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970630/SRR7970630_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970631/SRR7970631_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970598/SRR7970598_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970599/SRR7970599_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970600/SRR7970600_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269830/SRR8269830_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269647/SRR8269647_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269650/SRR8269650_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916318/SRR10916318_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916319/SRR10916319_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916320/SRR10916320_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970603/SRR7970603_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970606/SRR7970606_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970610/SRR7970610_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027727/SRR9027727_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027728/SRR9027728_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027730/SRR9027730_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916163/SRR10916163_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916164/SRR10916164_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916165/SRR10916165_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-115_RNA_cac-1__Rep1_S139/149-115_RNA_cac-1__Rep1_S139_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-117_RNA_cac-1__Rep3_S141/149-117_RNA_cac-1__Rep3_S141_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-65_RNA_cac-1_cac-2___S65/149-65_RNA_cac-1_cac-2___S65_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-66_RNA_cac-1_cac-2___S66/149-66_RNA_cac-1_cac-2___S66_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-67_RNA_cac-1_cac-2___S67/149-67_RNA_cac-1_cac-2___S67_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-96_RNA_cac-1-suz-12__Rep1_S96/149-96_RNA_cac-1-suz-12__Rep1_S96_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-97_RNA_cac-1-suz-12__Rep2_S121/149-97_RNA_cac-1-suz-12__Rep2_S121_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-98_RNA_cac-1-suz-12__Rep3_S122/149-98_RNA_cac-1-suz-12__Rep3_S122_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7690267/SRR7690267_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7690268/SRR7690268_Aligned.sortedByCoord.out.bam
NCU08585	CM002236.1	3819644	3819946	-	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU09892	CM002236.1;CM002236.1;CM002236.1	3972734;3974278;3974420	3974203;3974360;3974630	-;-;-	1764	5088	5312	5290	5513	5276	4960	5414	6633	6382	3249	3530	4923	1452	1213	1098	3838	4025	3110	3128	3466	2826	8641	10631	10634	8791	1102	1252	1400	488	1809	1385	630	956	605	1078	1782	793	3140	2467	2810	503	669
NCU09894	CM002236.1;CM002236.1;CM002236.1	3986892;3987756;3989495	3987698;3989432;3990292	+;+;+	3282	9625	8263	8489	9484	8016	8208	9764	12919	11972	2412	2320	2708	1738	1494	1689	7196	6740	5231	2728	3138	2654	9738	11652	11439	9747	1236	1428	1672	615	2498	1394	530	1215	740	1412	1853	936	3643	2679	4296	936	1031
NCU09895	CM002236.1;CM002236.1;CM002236.1	3991373;3991592;3992390	3991493;3992328;3992419	+;+;+	888	3902	3782	4022	3928	3701	3558	4852	6028	5904	2284	2324	2892	1760	1665	1338	3463	3327	2665	2126	2716	1925	7414	8532	8480	7393	1326	1303	1462	489	1935	1495	488	902	625	1529	1951	985	2346	2238	2802	517	438
NCU09896	CM002236.1;CM002236.1;CM002236.1	3993093;3993212;3993552	3993100;3993464;3993926	+;+;+	636	13946	19440	12651	13146	11553	12575	9620	12820	12473	13488	14564	19739	4878	3805	5482	5308	4843	4321	4185	5757	4510	10671	12009	12217	10796	6747	4695	4918	1691	6093	3630	1961	3603	2167	3800	4916	2081	3531	3912	3834	1088	1028
vma-5	CM002236.1;CM002236.1;CM002236.1;CM002236.1	3994202;3994463;3995017;3995270	3994408;3994955;3995203;3995558	-;-;-;-	1176	10324	10300	10348	11624	10357	10529	8635	10744	10335	6034	6085	7671	2864	2056	2532	11193	10989	8676	4949	5853	4103	15785	19415	18629	15555	2409	2384	2799	1526	4816	3700	2239	4039	2727	4613	6922	3605	5975	4546	5787	739	904
NCU09898	CM002236.1;CM002236.1	3997432;3997530	3997447;4000852	+;+	3339	3333	2997	3257	3273	2884	2998	2446	2949	2561	2194	1997	2554	944	703	754	2795	2789	2248	1422	1595	1561	4843	6033	5813	4876	811	694	884	382	1076	855	395	797	369	886	1275	621	1778	1227	1793	265	606
NCU09899	CM002236.1	4001972	4003522	-	1551	1045	1087	969	882	740	920	787	1083	1074	725	769	1008	330	244	324	652	700	588	356	457	363	1529	1844	1965	1544	341	281	359	107	511	310	160	296	186	393	442	259	379	340	494	251	191
NCU09900	CM002236.1;CM002236.1	4008664;4009245	4009168;4009468	-;-	729	3161	3024	3174	3665	3131	3436	1974	2497	2390	2071	2452	3318	1036	785	749	2793	2876	2314	1642	1898	1462	5702	7135	6953	5369	793	876	799	182	701	742	300	631	429	414	719	328	1976	1579	1761	144	287
NCU10073	CM002236.1;CM002236.1;CM002236.1	4040420;4040620;4042791	4040544;4042716;4042986	-;-;-	2418	9973	8290	9331	9822	8395	9394	6767	8909	8039	6826	6147	7972	3181	2743	2290	9237	9211	6894	5046	5722	4890	14946	17483	17263	15048	2640	2318	2565	1026	3304	2786	1099	2450	1042	2654	3430	1668	5923	4253	5554	821	963
NCU09802	CM002236.1;CM002236.1	4096165;4096508	4096414;4096554	-;-	297	13336	13659	13093	10510	9549	10438	7107	8709	8393	11324	11633	16366	6711	5041	4972	7963	8185	6376	5178	6382	4563	20526	23339	23238	20805	4864	5112	5503	1840	6231	4410	2745	6180	2808	6645	6818	4485	4349	4138	7435	676	713
NCU09803	CM002236.1;CM002236.1	4099086;4099856	4099799;4099942	+;+	801	9266	9117	9314	10807	9219	9535	11569	14074	13729	5303	5937	7867	2500	2362	3099	7980	7144	6189	4674	5605	3846	11333	13162	13152	11155	1727	2075	2345	1490	5026	3961	1410	2249	1817	4359	6476	3068	4441	4226	4743	782	847
NCU09804	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4101237;4101428;4101519;4102719;4104004	4101355;4101430;4102605;4103939;4104105	+;+;+;+;+	2532	740	691	705	828	719	827	557	738	717	795	653	800	358	282	341	625	647	589	406	495	339	746	942	938	755	298	295	264	98	287	258	136	214	160	222	267	184	340	334	376	46	61
gh13-2	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4105336;4105543;4105834;4106029;4106175;4106320;4106461;4106546;4106691;4106922;4107062;4107211;4107331;4107436;4108064;4108248	4105421;4105752;4105942;4106118;4106233;4106346;4106484;4106605;4106852;4107007;4107138;4107225;4107358;4107966;4108145;4108491	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1890	236	190	259	307	307	297	246	318	324	164	171	223	62	37	80	190	188	149	119	148	89	264	324	343	313	23	43	44	44	104	78	42	80	100	32	31	36	94	74	108	50	85
NCU09806	CM002236.1;CM002236.1	4109071;4109441	4109346;4109773	-;-	609	2832	1954	2694	2445	2215	2092	2087	2322	2298	915	887	1324	2048	1444	1117	1944	2060	1622	1127	1409	1062	5509	6347	6271	5437	1116	1074	1512	568	2194	1462	700	1495	745	1795	2885	1355	1183	1234	2239	373	476
NCU09807	CM002236.1;CM002236.1;CM002236.1	4111581;4115015;4115299	4114927;4115243;4116081	-;-;-	4359	1177	1187	862	1227	1088	1088	792	1013	855	446	423	578	188	139	138	710	742	546	422	372	337	1093	1269	1292	1008	188	150	187	95	332	309	150	255	178	382	545	345	442	279	420	83	139
NCU09808	CM002236.1;CM002236.1;CM002236.1;CM002236.1	4117611;4118033;4119705;4120220	4117922;4119640;4120091;4120318	-;-;-;-	2406	9475	8395	8315	7994	6767	7212	9751	12772	11587	3886	3430	4463	2476	2286	1912	7331	7597	5237	3138	3834	2940	14623	17105	17266	14394	1960	2107	3018	1190	4849	2605	744	1770	1014	7390	8625	6295	4277	3486	5328	1086	1070
NCU09809	CM002236.1;CM002236.1;CM002236.1;CM002236.1	4122139;4122259;4122358;4122538	4122188;4122293;4122472;4122655	+;+;+;+	318	1373	1761	1512	1615	1437	1563	1266	1433	1380	1406	1466	2290	866	797	860	1266	1101	1078	832	1072	873	1777	2173	2061	1714	618	681	846	280	619	557	391	770	293	753	696	550	743	748	815	99	80
NCU09810	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4123412;4123689;4123895;4124107;4124298;4124463;4124757	4123615;4123802;4124038;4124197;4124372;4124679;4126044	+;+;+;+;+;+;+	2133	17110	23078	17451	16809	15594	19415	13797	16581	15941	17934	15927	21939	4326	4098	4623	9872	8028	8331	7968	8818	7295	8809	10605	10500	8752	4807	3543	3386	4128	8424	11095	8788	17274	8884	9333	11525	7779	6115	4463	3501	824	862
NCU09811	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4126280;4126553;4126730;4126848;4127178;4127765;4127939;4128110;4128234	4126476;4126659;4126772;4127087;4127677;4127849;4128038;4128164;4128427	-;-;-;-;-;-;-;-;-	1521	1559	1377	1423	1439	1353	1453	1067	1180	1178	928	987	1267	595	446	407	1346	1522	1200	676	858	579	2929	3259	3446	2799	382	363	454	154	423	345	300	630	312	340	480	288	949	604	1089	84	80
NCU09812	CM002236.1;CM002236.1	4131500;4131680	4131587;4134426	+;+	2835	2151	1637	2015	1870	1607	1710	1350	1905	1783	902	879	1263	585	519	420	1854	1823	1391	659	786	720	2904	3577	3434	2837	459	433	465	203	543	418	163	420	223	547	710	415	1013	683	1197	131	209
NCU09813	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4135562;4135562;4135562;4135754;4135754;4135754	4135621;4135621;4135621;4135993;4135993;4135993	-;-;-;-;-;-	300	2424	2275	2405	2651	2331	2228	2558	3084	3151	1005	808	1417	752	461	773	2409	2113	1636	990	1105	848	3370	4360	4411	3229	559	616	721	593	2411	1617	437	1037	682	1487	1893	903	1341	817	1405	448	474
NCU16378	CM002236.1;CM002236.1;CM002236.1;CM002236.1	4137204;4137302;4137430;4137513	4137206;4137349;4137442;4137685	+;+;+;+	237	423	465	521	576	556	488	1030	1120	1171	166	165	285	179	102	181	448	497	382	249	358	266	764	861	929	644	105	152	400	51	246	134	56	130	69	70	109	53	418	345	403	22	33
NCU09814	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4138507;4138597;4138728;4140810;4141151;4141324	4138521;4138660;4140749;4141095;4141260;4141652	+;+;+;+;+;+	2826	4075	3599	3826	3672	3251	3219	4509	5808	5319	1520	1557	1887	966	753	686	3186	3307	2460	1526	1703	1513	6868	8030	7937	6687	723	735	821	228	1097	667	399	813	338	645	970	573	2194	1482	2164	440	746
NCU16379	CM002236.1;CM002236.1;CM002236.1	4142143;4142393;4142534	4142311;4142449;4142751	-;-;-	444	72	82	66	81	85	67	123	143	107	43	43	38	40	7	17	63	63	44	54	74	62	73	139	149	105	32	14	25	6	32	43	16	28	28	12	25	6	42	40	56	6	11
mbp3	CM002236.1;CM002236.1	4143133;4143347	4143262;4145112	-;-	1896	935	840	744	936	886	1068	827	1027	950	385	371	619	312	201	195	857	853	606	345	368	394	1341	1964	1886	1517	231	202	191	96	260	246	154	292	156	203	233	140	588	352	550	59	134
cyt-26	CM002236.1;CM002236.1;CM002236.1;CM002236.1	4145880;4146645;4146856;4147254	4146552;4146707;4147010;4147328	-;-;-;-	966	16185	15892	15086	18175	16691	15736	20412	25688	24660	8675	8016	12320	4902	4563	3747	13276	12112	9729	8172	10347	7725	23158	27901	27699	23302	3750	4035	4524	2278	9851	6618	1115	2204	1193	7589	8599	4516	8308	7867	10788	4195	2456
aro-7	CM002236.1;CM002236.1;CM002236.1;CM002236.1	4148378;4148623;4149614;4149760	4148538;4149525;4149674;4149765	-;-;-;-	1131	20410	31013	21014	16914	14175	16935	9903	13435	12028	15903	17862	24369	6158	5977	8125	6787	5728	5397	2956	4577	4629	11195	12968	12869	11034	8422	6474	4938	2192	9036	4794	3600	6065	3615	6467	7858	3957	3148	4038	3525	2568	1364
NCU09818	CM002236.1;CM002236.1;CM002236.1	4151305;4151573;4151808	4151476;4151728;4152181	-;-;-	702	696	520	710	985	852	813	557	770	748	267	295	338	385	280	255	761	948	643	426	500	320	1832	2023	2044	1868	239	231	456	62	262	154	68	156	91	122	174	101	588	398	918	62	59
NCU09819	CM002236.1;CM002236.1;CM002236.1	4152767;4152951;4154680	4152860;4154617;4154817	+;+;+	1899	3892	3522	3619	3922	3591	3666	3426	3918	3892	2132	2113	3025	739	528	694	3368	3325	2715	1902	2116	1708	5505	6819	6629	5673	509	629	627	657	1934	1689	573	1152	734	1352	1981	1103	2366	1374	2143	202	411
NCU09820	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4155061;4156262;4157145;4157486;4159330	4156198;4157065;4157424;4159254;4159889	-;-;-;-;-	4551	707	437	591	775	747	781	1401	1660	1635	708	780	1145	199	169	116	792	916	747	1073	977	737	1107	1317	1279	1031	152	138	167	93	237	196	308	425	361	412	518	347	591	304	285	47	68
NCU09821	CM002236.1;CM002236.1	4161108;4162063	4161982;4162090	-;-	903	14549	9686	15411	19286	17288	16262	28732	33747	33518	8673	8257	10782	3523	2154	2321	20316	20932	17282	16545	16922	14219	27309	33859	33748	27575	3073	2996	3378	1055	3404	2787	3920	5807	5090	4169	5433	3347	14622	9966	7599	444	646
NCU16380	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4196188;4196487;4196753;4197484;4197917	4196256;4196609;4196880;4197570;4198094	-;-;-;-;-	585	699	561	595	507	458	432	380	536	408	365	365	552	183	122	95	633	652	472	159	163	163	1301	1802	1800	1292	105	95	104	47	140	126	89	152	87	134	159	196	344	151	343	45	133
NCU09333	CM002236.1;CM002236.1;CM002236.1	4198343;4199111;4199392	4199047;4199337;4200667	+;+;+	2208	10808	10256	10423	8257	7025	7885	6657	8348	7154	7162	7322	9608	4368	3236	3091	8856	9871	6562	2644	3365	2804	21385	26694	26153	21008	3329	3361	4160	1656	5584	3987	2396	4840	2272	7156	8027	6770	4634	3116	6595	2306	3373
NCU09332	CM002236.1;CM002236.1;CM002236.1	4203247;4203747;4205450	4203674;4205385;4205707	-;-;-	2325	12031	9443	11918	11439	9757	9729	11356	13523	13545	5397	4910	6303	5062	3368	2232	12551	12396	9543	6302	7307	5042	23242	27165	27004	22838	2810	3166	4842	557	2139	1448	626	1049	671	1469	2297	1072	7938	6205	9507	887	1348
NCU09331	CM002236.1;CM002236.1;CM002236.1	4207034;4207257;4207539	4207187;4207474;4207655	+;+;+	489	16303	18806	16638	16253	15044	15270	18826	22335	22471	12941	13605	21805	8776	7398	7861	11439	10296	9384	8687	10364	8904	21945	27284	26758	22089	6205	6441	9132	2728	10692	7014	2534	6194	2982	11179	11489	6062	8940	9825	12050	2642	1632
NCU09330	CM002236.1;CM002236.1	4208392;4208533	4208472;4208901	+;+	450	527	401	552	603	526	535	522	605	676	215	193	254	189	106	150	605	619	457	258	355	226	885	1059	930	745	115	189	249	112	338	252	172	249	166	302	456	328	297	274	386	31	49
NCU09329	CM002236.1	4211325	4212296	-	972	661	686	592	445	448	464	530	664	643	277	253	340	218	137	159	566	607	370	195	264	199	1167	1404	1408	1190	143	156	142	87	379	210	78	183	70	223	275	169	304	194	397	108	190
NCU09328	CM002236.1	4216631	4218403	+	1773	22	42	22	43	42	47	30	37	23	10	20	7	7	4	2	14	16	8	7	14	8	9	45	50	30	6	2	8	4	34	14	12	9	4	19	12	14	17	6	13	8	19
cyt-4	CM002236.1	4219039	4222392	-	3354	1493	1376	1333	1465	1118	1290	1726	2157	1910	572	534	695	341	341	236	939	911	662	812	806	865	2001	2289	2290	1829	205	231	241	128	534	330	56	119	72	288	339	206	600	493	557	271	261
NCU16381	CM002236.1	4225066	4225380	+	315	21	11	15	8	25	9	6	8	12	18	20	39	5	0	3	13	13	7	5	10	4	17	57	62	36	1	5	4	2	0	2	8	8	2	8	13	1	14	1	7	0	2
NCU09326	CM002236.1;CM002236.1	4225719;4225952	4225896;4227648	+;+	1875	74547	72807	65914	63092	56743	57178	43773	54044	52197	83081	66580	87594	29050	25448	18254	45601	43997	32629	29281	36371	25848	97238	116670	115517	94903	17241	18962	33168	8405	30394	24241	12732	27105	10828	33071	33786	22007	36702	27782	48026	18837	15873
NCU09325	CM002236.1;CM002236.1	4231314;4232589	4232525;4233677	-;-	2301	3309	2982	2965	3207	2966	3255	1784	2282	1939	2135	2225	2909	722	533	521	2579	2703	1934	1386	1190	1373	4165	5694	5577	4345	410	415	209	316	677	822	632	1398	860	733	1039	645	1839	689	1460	129	397
chs-4	CM002236.1;CM002236.1;CM002236.1;CM002236.1	4237335;4237335;4237872;4237872	4237798;4237798;4241115;4241115	-;-;-;-	3708	6373	5477	6391	5259	4864	5007	3950	4893	4212	4794	5000	6730	1844	1462	1394	5360	5531	3984	2321	2550	2194	11103	13486	13656	11114	1093	1210	1360	608	1799	1422	811	1650	903	1698	2234	1229	3882	2157	4184	486	880
NCU09323	CM002236.1;CM002236.1;CM002236.1	4242903;4243485;4243786	4243142;4243557;4243847	-;-;-	375	7	5	2	3	4	6	7	6	4	10	5	2	14	8	4	0	4	0	2	4	0	3	6	9	2	6	4	4	8	8	12	10	13	25	18	15	21	0	2	4	0	0
NCU16382	CM002236.1	4244872	4245471	-	600	3	12	6	4	5	4	0	2	6	9	9	10	4	1	7	7	0	1	6	7	10	10	11	6	9	0	5	0	4	14	17	16	21	14	23	18	20	0	1	2	0	1
NCU09322	CM002236.1;CM002236.1;CM002236.1;CM002236.1	4248259;4248259;4250376;4250376	4250308;4250308;4250623;4250623	+;+;+;+	2298	3141	2742	2822	2329	2064	2324	1681	1995	1789	1732	1645	2327	908	659	509	2115	1909	1423	838	1049	1102	4309	5077	5174	3940	604	536	425	322	835	677	280	433	246	628	782	431	1347	787	1480	209	330
NCU09321	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4252460;4253667;4253804;4254185;4254280	4253613;4253738;4254115;4254210;4254368	-;-;-;-;-	1653	2979	2587	3146	2578	2332	2416	2552	3248	3101	2944	2490	3358	1252	851	926	2413	2299	1777	1161	1505	1114	4341	5227	5054	4358	689	649	1027	333	1082	1024	620	1239	607	1077	1390	907	1590	1164	1633	346	286
his-2	CM002236.1;CM002236.1;CM002236.1;CM002236.1	4256658;4256789;4256889;4257543	4256674;4256823;4257467;4257925	+;+;+;+	1014	7897	8794	8022	7752	6657	6848	9057	11338	10889	4101	4109	5815	2306	2376	2090	4375	4136	3757	2169	2951	2548	5899	7370	7274	6063	3023	2398	2366	948	3904	1874	414	735	454	1965	2334	1084	2472	3062	2868	1206	696
NCU09319	CM002236.1;CM002236.1;CM002236.1;CM002236.1	4258556;4259131;4259365;4259365	4259264;4259287;4261073;4261073	-;-;-;-	2441	1989	1593	1740	1741	1433	1373	1931	2446	2400	629	605	843	654	596	486	1679	1836	1167	581	621	582	3340	3758	3683	3220	518	488	675	248	723	684	385	872	450	725	985	643	847	729	1303	205	301
NCU09318	CM002236.1	4262079	4265585	-	3507	704	759	770	764	627	577	737	980	932	245	247	260	168	86	111	614	691	456	549	614	532	1014	1335	1338	1072	91	103	144	90	340	257	120	218	179	304	378	213	485	239	384	73	178
NCU09317	CM002236.1;CM002236.1	4266808;4267328	4267245;4268848	+;+	1959	1789	1579	1660	1452	1268	1116	1637	2114	2227	912	935	1202	541	320	407	1399	1464	978	495	535	554	2860	3516	3439	2671	435	354	422	133	436	385	167	495	230	392	326	311	868	607	937	187	272
NCU09316	CM002236.1	4273217	4275583	+	2367	4517	3376	4501	2707	2434	2558	2057	2636	2459	3430	3274	4288	1831	915	946	3902	3833	2672	1736	1889	1519	9302	11063	10945	9104	840	930	964	414	1151	1060	540	1131	510	862	1052	637	2991	1464	3391	322	446
nuc-1	CM002236.1;CM002236.1	4278833;4279601	4279534;4281304	+;+	2406	2950	2729	2784	2415	2219	2313	2039	2683	2492	2720	2817	3750	1051	640	714	2704	2729	2080	976	878	893	5516	7390	7199	5430	686	552	510	480	1494	1169	552	1348	593	1217	1605	847	1917	1032	2106	315	685
NCU09314	CM002236.1;CM002236.1	4281932;4282280	4281961;4283980	+;+	1731	3	4	2	4	3	2	2	8	1	4	0	1	0	0	0	3	4	0	8	0	0	10	2	3	2	0	0	2	4	2	4	2	6	6	6	8	2	0	0	0	3	10
NCU09313	CM002236.1	4284505	4287147	-	2643	4743	4039	4693	3877	3409	3388	3622	4509	4276	2721	2533	3543	1324	1097	900	3954	3934	2860	1963	2192	1808	8275	9823	9703	7834	952	1019	936	468	1491	1074	351	792	390	1067	1532	726	2622	1937	2923	364	672
NCU09312	CM002236.1;CM002236.1;CM002236.1	4288176;4288327;4288818	4288268;4288735;4289314	+;+;+	999	2941	2994	2978	3008	2716	2820	2727	3454	3224	1873	1862	2427	1124	903	888	2457	2612	1959	1568	1731	1259	4550	5640	5430	4667	825	905	1229	415	1382	960	334	544	338	918	1531	756	1568	1428	2105	296	401
met-10	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4289971;4290353;4290517;4290657;4291147	4290280;4290454;4290594;4291075;4291665	+;+;+;+;+	1428	2503	2330	2561	2575	2377	2393	2001	2536	2419	1006	1240	1550	824	621	590	2179	2105	1797	1395	1522	1249	3657	4592	4570	3360	716	552	741	268	834	692	377	803	416	627	759	377	1400	1140	1458	333	340
NCU09310	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	4301511;4301511;4302271;4302271;4303350	4302214;4302214;4303246;4303303;4303400	+;+;+;+;+	1788	1193	1512	1422	948	869	874	722	1069	954	544	558	639	282	200	250	828	735	624	223	295	287	1349	1731	1489	1335	177	211	166	121	378	221	121	214	123	313	430	325	445	371	590	102	176
pcb-5	CM002236.1;CM002236.1	4304875;4305219	4305009;4305959	+;+	876	9990	8878	9603	8514	8197	7920	6429	8139	7791	5310	5196	7606	3903	3067	2565	8086	8071	5900	4433	5271	4088	16109	20160	19798	16144	2952	2810	3957	1739	6697	4773	1720	3464	1974	5498	7149	3704	5587	4342	7098	1089	962
NCU09308	CM002236.1	4306488	4308311	-	1824	919	752	635	784	661	705	812	850	774	347	324	478	239	205	146	478	440	340	314	346	273	767	1008	1027	829	155	178	130	131	349	342	136	232	169	246	571	209	324	228	339	86	107
NCU09307	CM002236.1	4309083	4312367	-	3285	1016	583	1093	846	775	833	564	689	594	954	855	1146	588	372	435	1385	1220	960	574	594	455	2491	3112	2999	2416	277	269	395	246	690	490	186	304	190	469	516	342	741	370	822	170	273
NCU10069	CM002236.1;CM002236.1	4334397;4334594	4334504;4334680	-;-	195	15153	14084	14331	13459	12276	11997	17911	20451	19224	8159	8885	13613	12794	7719	8448	16448	16500	13738	13381	13709	10963	29795	39865	39204	29759	5568	6532	11340	6867	22473	16979	8299	18257	9246	27757	28691	19809	11361	7965	14832	1343	1982
NCU03055	CM002236.1;CM002236.1;CM002236.1	4358595;4359073;4359417	4359012;4359361;4360080	+;+;+	1371	4405	4382	4198	3969	3330	3610	3072	3814	3515	2543	2514	3277	1058	710	847	3350	3114	2358	1553	1592	1422	6783	8194	8416	6499	525	749	683	388	1346	922	368	735	445	969	1304	739	2313	1435	2411	288	480
NCU10601	CM002236.1	4362149	4362505	+	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCU03056	CM002236.1;CM002236.1	4363389;4363823	4363534;4364654	-;-	978	678	660	673	723	569	650	463	732	620	535	549	737	165	90	139	477	565	412	181	272	237	907	1213	1166	953	223	160	106	41	135	72	49	38	97	72	77	53	368	208	314	23	76
